game,subject_mark,winner,subject_result,reason,attempts,moves,subject_decisions,subject_legal,subject_illegal,subject_optimal_legal,opponent_decisions,opponent_legal,opponent_illegal,opponent_optimal_legal
21,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
22,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
23,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
24,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
25,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
26,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
27,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
28,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,1
29,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,0
30,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
31,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
32,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
33,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
34,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
35,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
36,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
37,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
38,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
39,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
40,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
41,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
42,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
43,X,X,W,illegal_forfeit:O,6,5,3,3,0,1,3,2,1,1
44,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
45,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
46,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
47,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,2
48,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
49,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
50,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
51,X,X,W,illegal_forfeit:O,8,7,4,4,0,1,4,3,1,1
52,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
53,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
54,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
55,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
56,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
57,X,DRAW,D,normal,9,9,5,5,0,4,4,4,0,3
58,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
59,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,2
60,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
61,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
62,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
63,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
64,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
65,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
66,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
67,X,X,W,illegal_forfeit:O,8,7,4,4,0,4,4,3,1,3
68,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
69,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
70,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
71,X,X,W,illegal_forfeit:O,6,5,3,3,0,1,3,2,1,0
72,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
73,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
74,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
75,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
76,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
77,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
78,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
79,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
80,O,O,W,illegal_forfeit:X,9,8,4,4,0,4,5,4,1,4
81,X,DRAW,D,normal,9,9,5,5,0,2,4,4,0,1
82,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
83,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
84,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
85,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
86,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
87,X,X,W,illegal_forfeit:O,6,5,3,3,0,1,3,2,1,1
88,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
89,X,X,W,illegal_forfeit:O,8,7,4,4,0,4,4,3,1,2
90,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
91,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
92,O,X,L,normal,5,5,2,2,0,1,3,3,0,3
93,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
94,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
95,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
96,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
97,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
98,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
99,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
100,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
101,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
102,O,O,W,illegal_forfeit:X,9,8,4,4,0,4,5,4,1,4
103,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
104,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
105,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
106,O,DRAW,D,normal,9,9,4,4,0,3,5,5,0,4
107,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
108,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
109,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
110,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
111,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
112,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
113,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
114,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
115,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
116,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
117,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
118,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
119,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
120,O,O,W,normal,6,6,3,3,0,2,3,3,0,2
121,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
122,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
123,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
124,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
125,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
126,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
127,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
128,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
129,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
130,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
131,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,0
132,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
133,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
134,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
135,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
136,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
137,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
138,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
139,X,O,L,normal,6,6,3,3,0,1,3,3,0,2
140,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,3
141,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
142,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
143,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
144,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
145,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
146,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,3
147,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
148,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
149,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
150,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
151,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
152,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
153,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
154,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
155,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
156,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
157,X,X,W,illegal_forfeit:O,6,5,3,3,0,1,3,2,1,0
158,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
159,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
160,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
161,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
162,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
163,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
164,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
165,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
166,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
167,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
168,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
169,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
170,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
171,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
172,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
173,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
174,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
175,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
176,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
177,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
178,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
179,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
180,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
181,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
182,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
183,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
184,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
185,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
186,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
187,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
188,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
189,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
190,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
191,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
192,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
193,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
194,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
195,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
196,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
197,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
198,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
199,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
200,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
201,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
202,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,3
203,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
204,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
205,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
206,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
207,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
208,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
209,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
210,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
211,X,X,W,illegal_forfeit:O,8,7,4,4,0,1,4,3,1,1
212,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
213,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
214,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
215,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
216,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
217,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
218,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
219,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
220,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
221,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
222,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
223,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
224,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,4
225,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,1
226,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
227,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
228,O,X,L,normal,9,9,4,4,0,3,5,5,0,5
229,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
230,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
231,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
232,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
233,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
234,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
235,X,X,W,normal,7,7,4,4,0,3,3,3,0,1
236,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
237,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,0
238,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
239,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
240,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
241,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
242,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
243,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
244,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
245,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
246,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
247,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
248,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
249,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
250,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,3
251,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,0
252,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
253,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
254,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
255,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
256,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
257,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
258,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
259,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
260,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
261,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
262,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,1
263,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,0
264,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
265,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
266,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
267,X,X,W,illegal_forfeit:O,8,7,4,4,0,1,4,3,1,1
268,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
269,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
270,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
271,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
272,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,3
273,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
274,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
275,X,O,L,normal,8,8,4,4,0,3,4,4,0,3
276,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
277,X,O,L,normal,6,6,3,3,0,2,3,3,0,3
278,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
279,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
280,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
281,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
282,O,O,W,normal,8,8,4,4,0,3,4,4,0,3
283,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
284,O,O,W,normal,8,8,4,4,0,3,4,4,0,2
285,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
286,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
287,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
288,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
289,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
290,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
291,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
292,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
293,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
294,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
295,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
296,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
297,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
298,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
299,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
300,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
301,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
302,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
303,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
304,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
305,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
306,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
307,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
308,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
309,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
310,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
311,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
312,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
313,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
314,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
315,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
316,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
317,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
318,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
319,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
320,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
321,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
322,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
323,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
324,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
325,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
326,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
327,X,X,W,normal,5,5,3,3,0,3,2,2,0,1
328,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
329,X,X,W,normal,7,7,4,4,0,4,3,3,0,2
330,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
331,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
332,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
333,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
334,O,O,W,illegal_forfeit:X,7,6,3,3,0,1,4,3,1,2
335,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
336,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
337,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,0
338,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
339,X,X,W,illegal_forfeit:O,8,7,4,4,0,1,4,3,1,1
340,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
341,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
342,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
343,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
344,O,X,L,illegal_forfeit:O,2,1,1,0,1,0,1,1,0,1
345,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
346,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
347,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
348,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
349,X,X,W,illegal_forfeit:O,8,7,4,4,0,2,4,3,1,1
350,O,O,W,normal,8,8,4,4,0,2,4,4,0,2
351,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
352,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
353,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
354,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
355,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
356,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
357,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
358,O,X,L,normal,9,9,4,4,0,2,5,5,0,3
359,X,X,W,illegal_forfeit:O,4,3,2,2,0,1,2,1,1,0
360,O,O,W,illegal_forfeit:X,9,8,4,4,0,3,5,4,1,3
361,X,X,W,illegal_forfeit:O,2,1,1,1,0,1,1,0,1,0
362,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
363,X,X,W,normal,9,9,5,5,0,4,4,4,0,2
364,O,O,W,illegal_forfeit:X,7,6,3,3,0,2,4,3,1,2
365,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
366,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
367,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
368,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
369,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,2
370,O,X,L,normal,7,7,3,3,0,2,4,4,0,4
371,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
372,O,O,W,normal,8,8,4,4,0,4,4,4,0,3
373,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
374,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
375,X,X,W,illegal_forfeit:O,6,5,3,3,0,2,3,2,1,1
376,O,O,W,normal,6,6,3,3,0,3,3,3,0,2
377,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
378,O,O,W,illegal_forfeit:X,7,6,3,3,0,3,4,3,1,2
379,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,1
380,O,O,W,illegal_forfeit:X,5,4,2,2,0,1,3,2,1,2
381,X,X,W,illegal_forfeit:O,4,3,2,2,0,2,2,1,1,0
382,O,O,W,illegal_forfeit:X,5,4,2,2,0,2,3,2,1,2
383,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
384,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
385,X,X,W,illegal_forfeit:O,8,7,4,4,0,3,4,3,1,2
386,O,O,W,illegal_forfeit:X,9,8,4,4,0,2,5,4,1,2
387,X,X,W,illegal_forfeit:O,6,5,3,3,0,3,3,2,1,1
388,O,O,W,illegal_forfeit:X,3,2,1,1,0,1,2,1,1,1
